ID,WT,FSA,Rural_FSA,Region,YOB,Age,Gender,Education,Children,Religion,Politics_Spectrum,Born_Current_City,Born_Current_Province,Born_Current_Country,Born_Parents,Income,Financial_Security,Financial_400,Employment,Occupation_Type,Home_Ownership,SV_01,SV_02,SV_03,SV_04,SV_05,SV_06,SV_07,SV_08,SV_09,SV_10,SV_11,SV_12,SV_13,SV_14,SV_15,SV_16,SV_17,SV_18,SV_19,SV_20,Conflict_1,Conflict_2,Conflict_3
48,0.35205944137861606,V9R,No,BC,1954,55+,Female,Bachelors,No,Not important,Progressive/liberal views,NA,NA,NA,All parents born in Canada,"$35,000 - $49,999",Yes,With the money currently in my checking/savings account or with cash,Out of workforce,Health occupations,Owned by you or a member of your household (even if it is still being paid for)?,Somewhat like me,Not like me at all,Like me,Somewhat like me,Somewhat like me,Not like me,Not like me,Not like me at all,A little like me,A little like me,Not like me,A little like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Not like me,Not like me,Not like me,Like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common
50,1.0856837095678487,M3N,No,Ontario,1992,18-34,Male,Bachelors,No,Not important,Progressive/liberal views,NA,NA,NA,All parents born outside Canada,"$100,000 - $149,999",Yes,Put it on my credit card and pay it off in full at the next statement,Full-time,Health occupations,Rented (even if no cash rent is paid)?,Like me,A little like me,Somewhat like me,A little like me,Like me,Somewhat like me,Somewhat like me,Like me,Like me,Like me,Like me,Like me,Like me,Like me,A little like me,Somewhat like me,Like me,Like me,Like me,Like me,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
51,0.6030417857045036,N5Y,No,Ontario,1983,35-54,Female,Bachelors,No,NA,Progressive/liberal views,NA,NA,NA,All parents born in Canada,"0 - $34,999",Yes,Put it on my credit card and pay it off over time,Full-time,"Occupations in art, culture, recreation and sport",Rented (even if no cash rent is paid)?,Somewhat like me,Not like me,Very much like me,Very much like me,Very much like me,Not like me at all,Not like me,A little like me,A little like me,Like me,Like me,A little like me,Like me,Like me,Very much like me,Very much like me,Somewhat like me,Somewhat like me,Not like me,Very much like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
52,1.472747447892238,M2R,No,Ontario,1950,55+,Male,College,Yes,Somewhat important,Conservative views,NA,NA,NA,All parents born outside Canada,"0 - $34,999",Yes,Put it on my credit card and pay it off in full at the next statement,Out of workforce,Sales and service occupations,Owned by you or a member of your household (even if it is still being paid for)?,Somewhat like me,A little like me,Somewhat like me,Like me,Like me,A little like me,Like me,A little like me,Not like me,Like me,Like me,Like me,Like me,Like me,Somewhat like me,Like me,Somewhat like me,Not like me,Not like me,Somewhat like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
53,2.3938665026831134,L6T,No,Ontario,1952,55+,Male,HS,Yes,Not important,Both conservative and liberal views,NA,NA,NA,All parents born outside Canada,"$35,000 - $49,999",Yes,With the money currently in my checking/savings account or with cash,Out of workforce,Sales and service occupations,Owned by you or a member of your household (even if it is still being paid for)?,Like me,Not like me at all,Somewhat like me,Somewhat like me,Somewhat like me,Not like me,Somewhat like me,Not like me,Not like me,Like me,Somewhat like me,Like me,Somewhat like me,Like me,Somewhat like me,Like me,Somewhat like me,A little like me,Like me,Like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
54,0.35205944137861606,V4K,No,BC,1963,55+,Female,Bachelors,Yes,Not important,Both conservative and liberal views,NA,NA,NA,All parents born in Canada,NA,Yes,Put it on my credit card and pay it off in full at the next statement,Out of workforce,"Occupations in education, law and social, community and government services",Owned by you or a member of your household (even if it is still being paid for)?,Somewhat like me,Not like me,Somewhat like me,Somewhat like me,A little like me,Not like me,A little like me,Not like me,A little like me,Like me,Like me,Like me,Like me,A little like me,Not like me,Not like me,Somewhat like me,Not like me,Not like me,Like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common
55,0.7683894690131672,L4B,No,Ontario,1975,35-54,Male,Bachelors,Yes,Somewhat important,Conservative views,NA,NA,NA,All parents born outside Canada,"$200,000 and over",Yes,Put it on my credit card and pay it off in full at the next statement,Full-time,"Business, finance and administration occupations",Owned by you or a member of your household (even if it is still being paid for)?,A little like me,Somewhat like me,A little like me,Somewhat like me,Like me,Somewhat like me,Not like me,Like me,Somewhat like me,Like me,Somewhat like me,Like me,Somewhat like me,Somewhat like me,Somewhat like me,Like me,Very much like me,Somewhat like me,Somewhat like me,Not like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
56,1.6171022948292517,V8S,No,BC,1955,55+,Male,HS,Yes,Not important,Progressive/liberal views,NA,NA,NA,All parents born in Canada,"$100,000 - $149,999",Yes,With the money currently in my checking/savings account or with cash,Full-time,"Trades, transport and equipment operators and related occupations",Rented (even if no cash rent is paid)?,Somewhat like me,A little like me,A little like me,Like me,A little like me,Somewhat like me,A little like me,A little like me,A little like me,Somewhat like me,A little like me,A little like me,Somewhat like me,Like me,Like me,Somewhat like me,Somewhat like me,A little like me,A little like me,A little like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
57,0.528019179948309,B3K,No,Atlantic,1954,55+,Male,Trades,No,Somewhat important,Both conservative and liberal views,NA,NA,NA,All parents born in Canada,"$35,000 - $49,999",Yes,Put it on my credit card and pay it off over time,Full-time,"Trades, transport and equipment operators and related occupations",Rented (even if no cash rent is paid)?,Like me,Somewhat like me,Like me,Like me,Like me,A little like me,Like me,Somewhat like me,Somewhat like me,A little like me,Like me,A little like me,Like me,Somewhat like me,A little like me,Like me,Like me,Somewhat like me,Not like me,Like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
58,0.40693161684529805,V2B,No,BC,1969,35-54,Female,Bachelors,Yes,Somewhat important,Both conservative and liberal views,NA,NA,NA,All parents born in Canada,"$100,000 - $149,999",Yes,Put it on my credit card and pay it off in full at the next statement,Part-time,Health occupations,Owned by you or a member of your household (even if it is still being paid for)?,Somewhat like me,Somewhat like me,Somewhat like me,Like me,A little like me,Not like me,Not like me,Not like me,Not like me,Not like me,Somewhat like me,A little like me,Like me,Like me,Not like me,A little like me,Not like me,Not like me,Not like me,A little like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
59,0.5753147739542489,V3B,No,BC,1994,18-34,Female,Bachelors,No,Not important,Progressive/liberal views,NA,NA,NA,All parents born outside Canada,"$70,000 - $99,999",Yes,Put it on my credit card and pay it off in full at the next statement,Full-time,Natural and applied sciences and related occupations,Rented (even if no cash rent is paid)?,A little like me,A little like me,Like me,Like me,Very much like me,Somewhat like me,A little like me,Somewhat like me,A little like me,A little like me,Not like me,Not like me,Somewhat like me,A little like me,Very much like me,Somewhat like me,Not like me,Somewhat like me,A little like me,Like me,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
60,0.6030417857045036,N4S,No,Ontario,1967,35-54,Female,Bachelors,No,Not important,Progressive/liberal views,NA,NA,NA,All parents born in Canada,"0 - $34,999",Yes,With the money currently in my checking/savings account or with cash,Out of workforce,"Occupations in art, culture, recreation and sport",Owned by you or a member of your household (even if it is still being paid for)?,Somewhat like me,Not like me at all,Very much like me,Very much like me,Very much like me,Somewhat like me,Like me,Not like me,Somewhat like me,Like me,Somewhat like me,Not like me,Very much like me,Like me,Very much like me,Somewhat like me,Like me,Not like me,Not like me,Like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
62,1.0856837095678487,M1X,No,Ontario,1998,18-34,Male,Bachelors,No,Very important,Both conservative and liberal views,NA,NA,NA,All parents born in Canada,"$70,000 - $99,999",No,Put it on my credit card and pay it off over time,Full-time,"Occupations in education, law and social, community and government services",Owned by you or a member of your household (even if it is still being paid for)?,Like me,Somewhat like me,Very much like me,Somewhat like me,Somewhat like me,Like me,Somewhat like me,Not like me,A little like me,Not like me,Like me,Like me,A little like me,Somewhat like me,Not like me at all,A little like me,A little like me,Somewhat like me,Like me,Very much like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common
65,0.6030417857045036,M6J,No,Ontario,1981,35-54,Female,Bachelors,Yes,Not important,Both conservative and liberal views,NA,NA,NA,All parents born outside Canada,"$100,000 - $149,999",Yes,With the money currently in my checking/savings account or with cash,Full-time,Management occupations,Owned by you or a member of your household (even if it is still being paid for)?,A little like me,Somewhat like me,Somewhat like me,A little like me,A little like me,A little like me,A little like me,Somewhat like me,A little like me,A little like me,A little like me,A little like me,A little like me,A little like me,A little like me,A little like me,A little like me,A little like me,A little like me,A little like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
66,0.7683894690131672,M6C,No,Ontario,1972,35-54,Male,Bachelors,Yes,Very important,Conservative views,NA,NA,NA,All parents born in Canada,"$200,000 and over",Yes,Put it on my credit card and pay it off in full at the next statement,Full-time,"Business, finance and administration occupations",Owned by you or a member of your household (even if it is still being paid for)?,Somewhat like me,Like me,Like me,Somewhat like me,Like me,Like me,Like me,Very much like me,Like me,Like me,Like me,Like me,Like me,Like me,Like me,Like me,Like me,Like me,Like me,Like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
67,2.3938665026831134,L9R,No,Ontario,1959,55+,Male,HS,Yes,Not important,Both conservative and liberal views,NA,NA,NA,All parents born outside Canada,"$70,000 - $99,999",Yes,With the money currently in my checking/savings account or with cash,Full-time,"Occupations in art, culture, recreation and sport",Owned by you or a member of your household (even if it is still being paid for)?,A little like me,Not like me at all,A little like me,A little like me,Not like me,Not like me,A little like me,Not like me,A little like me,A little like me,Not like me,A little like me,A little like me,Not like me,A little like me,A little like me,A little like me,Not like me,A little like me,A little like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
68,0.40693161684529805,V6K,No,BC,1974,35-54,Female,Bachelors,No,Not important,Progressive/liberal views,NA,NA,NA,All parents born outside Canada,"0 - $34,999",No,With the money currently in my checking/savings account or with cash,Unemployed,"Business, finance and administration occupations",Owned by you or a member of your household (even if it is still being paid for)?,Like me,Not like me,Like me,Like me,Like me,Not like me,Like me,Somewhat like me,Not like me,A little like me,A little like me,A little like me,Somewhat like me,Like me,Somewhat like me,Somewhat like me,Like me,Not like me,Somewhat like me,Somewhat like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
69,3.0665460678680736,M9N,No,Ontario,1992,18-34,Female,HS,No,Not important,Progressive/liberal views,NA,NA,NA,All parents born outside Canada,"$70,000 - $99,999",Yes,With the money currently in my checking/savings account or with cash,Out of workforce,Sales and service occupations,Rented (even if no cash rent is paid)?,Like me,Not like me,A little like me,Very much like me,Very much like me,A little like me,A little like me,Like me,Like me,Very much like me,Not like me,Not like me,A little like me,Very much like me,Not like me,Not like me,Very much like me,Like me,Somewhat like me,Very much like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common
70,0.9268095494213324,L5B,No,Ontario,1991,18-34,Female,Advanced,No,Very important,Both conservative and liberal views,NA,NA,NA,One parent born in Canada and one parent born outside Canada,"$100,000 - $149,999",No,By borrowing from a friend or family member,Full-time,Natural and applied sciences and related occupations,Owned by you or a member of your household (even if it is still being paid for)?,Very much like me,Very much like me,Very much like me,Somewhat like me,Like me,Very much like me,Not like me at all,Like me,Very much like me,A little like me,Not like me,Very much like me,Very much like me,Very much like me,A little like me,Very much like me,Not like me at all,Very much like me,Not like me at all,Very much like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
71,1.8867849433572164,K8P,No,Ontario,1987,18-34,Female,College,No,Somewhat important,Both conservative and liberal views,NA,NA,NA,One parent born in Canada and one parent born outside Canada,"$35,000 - $49,999",Yes,Put it on my credit card and pay it off in full at the next statement,Part-time,Sales and service occupations,Owned by you or a member of your household (even if it is still being paid for)?,A little like me,Somewhat like me,Somewhat like me,Like me,Very much like me,Somewhat like me,Somewhat like me,Not like me,Not like me,Like me,Somewhat like me,A little like me,Like me,Somewhat like me,Like me,Somewhat like me,Like me,A little like me,Not like me,Like me,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are too large and we cannot come together","I seek to find common understanding with others, even if we have different beliefs"
73,2.1712927484037094,L4N,No,Ontario,1984,35-54,Female,HS,Yes,Not important,Progressive/liberal views,NA,NA,NA,One parent born in Canada and one parent born outside Canada,"0 - $34,999",No,With the money currently in my checking/savings account or with cash,Out of workforce,"Occupations in art, culture, recreation and sport",Rented (even if no cash rent is paid)?,A little like me,Not like me at all,Like me,Very much like me,Somewhat like me,Not like me,A little like me,Not like me at all,Like me,Very much like me,Not like me,Somewhat like me,Like me,Like me,A little like me,Somewhat like me,Like me,Not like me,Not like me,Somewhat like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common
74,1.131395132101083,T6J,No,Prairies,1969,35-54,Male,College,No,Somewhat important,Conservative views,NA,NA,NA,One parent born in Canada and one parent born outside Canada,"$35,000 - $49,999",Yes,Put it on my credit card and pay it off in full at the next statement,Part-time,Sales and service occupations,Owned by you or a member of your household (even if it is still being paid for)?,A little like me,A little like me,Somewhat like me,Like me,A little like me,Somewhat like me,Like me,Somewhat like me,A little like me,A little like me,A little like me,Not like me at all,Like me,Like me,Like me,Like me,Like me,Like me,A little like me,Somewhat like me,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
75,0.7217371250073987,T6L,No,Prairies,1986,18-34,Male,Bachelors,Yes,Not important,Progressive/liberal views,NA,NA,NA,All parents born in Canada,"$100,000 - $149,999",Yes,Put it on my credit card and pay it off in full at the next statement,Full-time,"Occupations in education, law and social, community and government services",Owned by you or a member of your household (even if it is still being paid for)?,Somewhat like me,Like me,Like me,Somewhat like me,Like me,Somewhat like me,A little like me,Somewhat like me,Somewhat like me,Like me,Like me,Like me,Like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,A little like me,Somewhat like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
77,1.3357522356878306,L1G,No,Ontario,1981,35-54,Female,College,No,Not important,Conservative views,NA,NA,NA,One parent born in Canada and one parent born outside Canada,"$100,000 - $149,999",Yes,Put it on my credit card and pay it off in full at the next statement,Full-time,Health occupations,Owned by you or a member of your household (even if it is still being paid for)?,Like me,Not like me at all,Very much like me,Very much like me,Like me,Like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Somewhat like me,Very much like me,Very much like me,Very much like me,Very much like me,Like me,Very much like me,Like me,Very much like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are too large and we cannot come together","I seek to find common understanding with others, even if we have different beliefs"
78,2.1712927484037094,L8L,No,Ontario,1974,35-54,Female,HS,Yes,Not important,Conservative views,NA,NA,NA,All parents born in Canada,"$100,000 - $149,999",No,Put it on my credit card and pay it off in full at the next statement,Out of workforce,"Natural resources, agriculture and related production occupations",Owned by you or a member of your household (even if it is still being paid for)?,Like me,Not like me at all,Like me,Like me,Like me,Very much like me,Like me,Like me,Like me,Like me,Somewhat like me,Like me,Like me,Like me,Like me,Like me,Like me,Like me,Like me,Like me,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are too large and we cannot come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common
79,0.655870252649632,L7A,No,Ontario,1985,35-54,Female,Advanced,No,Not important,Both conservative and liberal views,NA,NA,NA,All parents born outside Canada,"$70,000 - $99,999",No,Put it on my credit card and pay it off over time,Full-time,Health occupations,Owned by you or a member of your household (even if it is still being paid for)?,Very much like me,A little like me,Very much like me,Very much like me,Like me,Not like me at all,Like me,Very much like me,Very much like me,Very much like me,Very much like me,A little like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are too large and we cannot come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common
80,3.0665460678680736,P3A,No,Ontario,1992,18-34,Female,HS,No,Not important,Progressive/liberal views,NA,NA,NA,All parents born in Canada,"$35,000 - $49,999",Yes,With the money currently in my checking/savings account or with cash,Unemployed,"Occupations in education, law and social, community and government services",Rented (even if no cash rent is paid)?,Not like me at all,Not like me at all,Somewhat like me,Very much like me,Very much like me,Not like me,Somewhat like me,Somewhat like me,Not like me at all,Not like me,Not like me,Not like me at all,Like me,Like me,Somewhat like me,Not like me,Very much like me,Not like me,Not like me at all,A little like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
81,0.8522171501051274,M2M,No,Ontario,1986,18-34,Female,Bachelors,No,Somewhat important,Progressive/liberal views,NA,NA,NA,All parents born outside Canada,"$35,000 - $49,999",No,Put it on my credit card and pay it off over time,Full-time,"Business, finance and administration occupations",Rented (even if no cash rent is paid)?,Very much like me,Somewhat like me,Very much like me,Like me,Like me,Somewhat like me,Very much like me,Not like me,Not like me,Not like me,A little like me,A little like me,Very much like me,Somewhat like me,Somewhat like me,Somewhat like me,Like me,Not like me at all,Not like me,Not like me at all,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
86,1.8867849433572164,M1J,No,Ontario,1996,18-34,Female,College,No,Very important,Both conservative and liberal views,NA,NA,NA,All parents born outside Canada,"$35,000 - $49,999",Yes,With the money currently in my checking/savings account or with cash,Part-time,Sales and service occupations,Rented (even if no cash rent is paid)?,Somewhat like me,Somewhat like me,Somewhat like me,Very much like me,Like me,Very much like me,Like me,Very much like me,Somewhat like me,Very much like me,Somewhat like me,A little like me,Very much like me,Very much like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Very much like me,Like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
88,0.3770260420841088,T6G,No,Prairies,1954,55+,Female,Advanced,No,Not important,Progressive/liberal views,NA,NA,NA,All parents born in Canada,"$35,000 - $49,999",Yes,Put it on my credit card and pay it off in full at the next statement,Out of workforce,"Occupations in education, law and social, community and government services",Owned by you or a member of your household (even if it is still being paid for)?,A little like me,Not like me at all,Like me,Very much like me,Very much like me,Not like me,Not like me at all,Not like me at all,Not like me,Like me,A little like me,Not like me at all,Not like me,Like me,Like me,Very much like me,Not like me at all,Not like me at all,Not like me at all,Like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
89,1.701406287642755,N0L,Yes,Ontario,1975,35-54,Male,College,No,Not important,Both conservative and liberal views,NA,NA,NA,All parents born in Canada,"0 - $34,999",Yes,With the money currently in my checking/savings account or with cash,Full-time,Sales and service occupations,Owned by you or a member of your household (even if it is still being paid for)?,Very much like me,Not like me,A little like me,Somewhat like me,Like me,Very much like me,Somewhat like me,Not like me,Like me,Very much like me,A little like me,Like me,Somewhat like me,Like me,Very much like me,A little like me,Somewhat like me,Not like me,Somewhat like me,Somewhat like me,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
